reportts,acnum,pos,fltdes,dep,arr,ivs12,ibe,iaie,iai,zwbp,acct,alt,alt_peak,alt_rtd,aoc,b25,baf,bbf,bbr,bbv,btmc,cas,cas_peak,cas_rtd,cg,cnt,code,dbfl,dbfs,dbnfl,dbnfs,dflm,dflm_peak,dfsm,dfsm_peak,dnflm,dnflm_peak,dnfsm,dnfsm_peak,dph,e,ecyc,egt,egt_peak,egtb,ehrs,eopt,esn,fdp,fedet,ff,ffan,ffr,fmvc,fmvt,foc,focb,focvp,ftba,ftbm,fvd,fvl,fvmf,fvmo,fvn1,fvn2,fvp,fvt,gle,gw,hpcbf,hpctc,joip,lpbt,lpcsp,lpcsv,lpctc,lpt,lptm,max,mn,mn_peak,mn_rtd,mne,mne_peak,n1,n1_peak,n1a,n1a_peak,n1c2,n1c2_peak,n1com,n1com_peak,n1k,n1max,n1max_peak,n1msa,n1p,n2a,n2a_peak,n2c5,n2p,naidp,nait,naiup,nedet,nf,nf_peak,nsa,oat,oat_peak,odm5f,odm6f,odm7f,odp,oip,oiq,oit,p25,p2e,p5,pamb,pb,ph,phm,ps14,ptmc,qe,rfan,rvn1,rvn2,shptp,slptp,sva,t14,t2,t25,t2_peak,t3,tat,tat_peak,tat_rtd,tcc,tccoc,tec,tfuel,tla,tn,tol,tr,ttp,vb1,vb2,vorrc,vorv,votm,vsva,w14,pf,wai,nai,prv,hpv,xf
2019-03-27 06:55:34,VQ-BGU,2,3297.0,UNNT,UTTT,,,,,,-20.0,2079.0,1929.0,192.0,3.5,7.3,3.8,0.28,0.33,0.43,-30.0,173.0,173.0,127.0,24.8,9206,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,337,859.5,886.9,497.8,1164.0,,0.0,12.3,0.0,3275.0,0.03,7293.0,7302.0,,6.7,0.033,0.0,,,0.05,0.02,0.01,0.04,0.0,0.0,0.0,0.02,16.0,8347.0,13.6,-7.6,91.8,280.0,20.0,20.3,8.1,4.35,1.6,,0.272,0.27,0.193,0.188,0.268,82.89,84.23,82.75,84.1,84.5,85.75,82.75,84.15,,88.7,89.39,84.26,85.8,89.6,90.26,78.98,91.93,14.4,7.0,128.1,0.0,82.83,84.25,,2.1,0.9,0.0,0.0,0.0,3.7,193.94,9.3,70.7,37.274,14.449,0.004,13.7,495.475,5,0.0,15.876,0.0,,0.03,0.05,0.0,99.9,17.6,77.9,31.6,3.7,102.3,4.6,565.3,4.5,4.8,4.0,0.0,0.0,21.0,61.8,34.9,43.6,,,56.0,0.1,0.1,54.7,,,0.0,1208.0,0.51,0.0,0.0,1.0,0.0,0.0
2019-03-27 06:55:34,VQ-BGU,1,3297.0,UNNT,UTTT,,,,,,-20.0,2079.0,1929.0,192.0,3.5,7.3,3.5,0.38,0.26,0.47,-30.0,173.0,173.0,127.0,24.8,9206,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,337,860.9,887.8,498.1,1164.0,,0.0,13.4,0.0,3268.0,0.05,7490.0,7458.0,,7.3,0.04,0.0,,,0.03,0.01,0.01,0.04,0.1,0.2,0.01,0.04,25.0,8347.0,13.6,-8.3,90.5,266.8,22.5,22.8,7.6,43.29,2.4,,0.272,0.27,0.193,0.187,0.268,82.88,84.15,82.78,84.1,84.5,85.67,82.76,84.15,,88.69,89.39,84.18,85.72,89.41,90.08,78.87,91.74,14.4,6.0,126.8,0.0,82.81,84.17,,2.1,0.9,0.0,0.0,0.0,4.0,199.35,9.3,67.4,37.334,14.644,0.01,13.7,491.875,5,0.0,16.014,0.0,,0.06,0.02,0.04,99.1,17.5,77.2,31.6,3.3,102.3,4.3,567.4,4.5,4.8,4.0,0.0,0.0,21.0,59.9,35.0,45.4,,,59.0,0.2,0.5,56.0,,,0.0,1207.0,0.51,0.0,0.0,1.0,0.0,0.0
2019-03-27 11:31:04,VQ-BGU,2,3298.0,UTTT,UNNT,,,,,,-20.0,3133.0,3000.0,1516.0,3.3,7.3,3.8,0.27,0.26,0.37,-30.0,180.0,179.0,131.0,25.8,10713,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,338,921.3,954.6,545.5,1167.0,,0.0,12.6,0.0,3265.0,0.0,7315.0,7288.0,,6.4,0.033,0.0,,,0.01,0.02,0.0,0.02,0.0,0.0,0.0,0.03,16.0,8048.0,12.9,-7.8,84.9,266.7,21.3,21.7,8.0,5.22,1.4,,0.288,0.285,0.202,0.193,0.281,85.88,86.92,85.71,86.78,85.05,85.66,85.74,86.81,,92.15,92.84,86.96,85.71,92.46,93.18,79.08,91.85,13.7,22.0,126.3,0.0,85.82,86.96,,18.4,18.8,0.0,0.0,0.0,3.0,186.22,11.8,87.4,35.382,13.95,0.001,13.1,476.368,5,0.0,15.305,0.0,,0.02,0.08,0.0,95.9,16.9,78.5,51.9,20.5,125.7,23.5,613.4,23.5,23.5,20.7,0.0,0.0,31.0,77.4,34.9,66.4,,,59.0,0.0,0.1,54.2,,,0.0,1132.0,0.5,0.0,0.0,1.0,0.0,0.0
2019-03-27 11:31:04,VQ-BGU,1,3298.0,UTTT,UNNT,,,,,,-20.0,3133.0,3000.0,1516.0,3.3,7.3,3.5,0.35,0.24,0.42,-30.0,180.0,179.0,131.0,25.8,10713,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,338,922.5,954.2,543.4,1167.0,,0.0,13.9,0.0,3259.0,0.05,7569.0,7544.0,,7.9,0.033,0.0,,,0.01,0.03,0.0,0.01,0.1,0.3,0.02,0.03,24.0,8048.0,13.1,-8.1,85.8,253.8,23.5,24.0,7.5,19.65,2.3,,0.288,0.285,0.202,0.193,0.281,85.81,86.84,85.71,86.79,84.98,85.59,85.74,86.81,,92.15,92.83,86.87,85.62,92.28,93.02,78.96,91.68,13.8,22.0,124.8,0.0,85.75,86.86,,18.4,18.8,0.0,0.0,0.0,2.1,192.05,12.3,86.6,35.413,14.173,0.006,13.1,473.087,5,0.0,15.463,0.0,,0.07,0.0,0.04,95.2,16.9,77.8,51.9,20.3,125.5,23.2,615.0,23.5,23.5,20.7,0.0,0.0,31.0,77.9,35.0,70.6,,,59.0,0.2,0.5,55.6,,,0.0,1131.0,0.5,0.0,0.0,1.0,0.0,0.0
2019-03-27 16:49:19,VQ-BGU,2,3267.0,UNNT,UHBB,,,,,,-20.0,1818.0,1650.0,61.0,3.5,7.3,3.7,0.29,0.36,0.47,-30.0,163.0,163.0,127.0,29.4,12420,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,339,853.1,880.5,491.5,1169.0,,0.0,12.0,0.0,3366.0,0.03,7538.0,7532.0,,6.6,0.035,0.0,,,0.03,0.02,0.01,0.02,0.0,0.0,0.0,0.01,22.0,8563.0,13.8,-7.8,83.3,287.1,18.4,18.3,8.2,62.59,2.3,,0.254,0.255,0.193,0.188,0.254,84.12,84.57,83.91,84.42,86.41,86.62,83.87,84.49,,88.21,89.1,84.64,86.73,89.7,90.11,79.09,92.36,72.6,5.0,128.5,0.0,84.05,84.62,,-1.9,-1.9,0.0,0.0,0.0,3.2,184.22,10.7,80.5,38.08,14.521,0.005,13.8,510.737,5,0.0,16.052,0.0,,0.02,0.05,0.0,102.6,17.8,78.5,28.7,-0.4,99.5,1.3,559.5,1.2,1.5,0.0,0.0,0.0,17.0,71.8,34.7,49.5,,,53.0,0.1,0.1,51.2,,,0.0,1229.0,0.51,0.0,1.0,1.0,0.0,0.0
2019-03-27 16:49:19,VQ-BGU,1,3267.0,UNNT,UHBB,,,,,,-20.0,1818.0,1650.0,61.0,3.5,7.3,3.4,0.34,0.27,0.44,-30.0,163.0,163.0,127.0,29.4,12420,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,339,853.0,881.2,490.9,1169.0,,0.0,13.3,0.0,3355.0,0.05,7764.0,7734.0,,8.0,0.032,0.0,,,0.02,0.02,0.01,0.08,0.0,0.2,0.01,0.04,29.0,8563.0,14.0,-8.2,82.8,273.4,20.8,20.9,7.7,21.46,2.6,,0.254,0.255,0.193,0.187,0.254,84.02,84.49,83.9,84.43,86.3,86.54,83.87,84.5,,88.21,89.1,84.56,86.65,89.51,89.94,78.98,92.17,70.4,4.0,127.0,0.0,83.95,84.55,,-1.9,-1.9,0.0,0.0,0.0,2.5,186.92,11.0,79.4,38.123,14.721,0.004,13.8,507.037,5,0.0,16.196,0.0,,0.09,0.01,0.02,101.8,17.8,77.9,28.6,-0.7,99.1,0.9,562.1,1.2,1.5,0.0,0.0,0.0,18.0,71.7,34.7,52.7,,,53.0,0.2,0.4,51.8,,,0.0,1228.0,0.51,0.0,1.0,1.0,0.0,0.0
2019-03-28 06:28:23,VQ-BGU,2,3295.0,UNNT,UTDD,,,,,,-20.0,487.0,339.0,-119.0,3.7,7.3,3.6,0.24,0.4,0.47,-30.0,171.0,171.0,127.0,18.5,15506,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,341,796.4,814.0,466.1,1177.0,,0.0,11.4,0.0,2795.0,0.02,6272.0,6347.0,,6.4,0.025,0.0,,,0.02,0.01,0.0,0.01,0.0,0.0,0.01,0.03,19.0,7353.0,14.4,-7.9,81.8,255.4,34.9,34.5,7.8,63.33,7.1,,0.261,0.259,0.192,0.186,0.257,77.95,78.51,78.07,78.5,79.61,80.0,77.99,78.6,,89.32,89.54,78.67,80.14,87.67,87.91,78.77,89.63,15.1,9.0,128.3,0.0,78.07,78.65,,1.0,0.8,0.0,0.0,0.0,3.0,174.55,10.8,82.3,33.561,15.291,0.004,14.5,446.818,5,0.0,16.383,0.0,,0.05,0.07,0.01,89.9,17.7,76.7,27.2,2.8,83.2,4.4,523.9,4.5,4.4,3.0,0.0,0.0,22.0,76.2,35.0,48.0,,,32.0,0.1,0.1,53.7,,,0.0,1187.0,0.03,0.0,0.0,0.0,0.0,0.0
2019-03-28 06:28:23,VQ-BGU,1,3295.0,UNNT,UTDD,,,,,,-20.0,487.0,339.0,-119.0,3.7,7.3,3.3,0.27,0.28,0.39,-30.0,171.0,171.0,127.0,18.5,15506,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,341,799.6,816.8,468.3,1177.0,,0.0,12.7,0.0,2813.0,0.05,6531.0,6567.0,,8.1,0.025,0.0,,,0.09,0.01,0.01,0.09,0.1,0.0,0.02,0.04,29.0,7353.0,14.5,-8.3,82.2,246.7,35.0,34.8,7.4,44.21,3.9,,0.261,0.259,0.192,0.187,0.256,77.9,78.5,77.99,78.51,79.57,79.98,77.99,78.6,,89.32,89.53,78.57,80.07,87.48,87.79,78.54,89.51,15.1,10.0,127.7,0.0,77.96,78.57,,1.0,0.8,0.0,0.0,0.0,2.4,179.97,11.2,80.8,34.172,15.492,0.002,14.5,445.931,5,0.0,16.508,0.0,,0.06,0.1,0.03,89.7,17.6,75.3,27.2,2.6,84.8,4.1,524.7,4.5,4.4,3.0,0.0,0.0,24.0,75.2,34.9,48.9,,,32.0,0.1,0.2,55.0,,,0.0,1187.0,0.03,0.0,0.0,0.0,0.0,0.0
2019-03-28 11:07:57,VQ-BGU,2,3296.0,UTDD,UNNT,,,,,,-20.0,3203.0,3029.0,2467.0,3.2,7.3,3.8,0.3,0.31,0.43,-30.0,170.0,172.0,126.0,27.2,16820,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,342,963.3,974.8,551.5,1181.0,,0.0,12.9,0.0,3504.0,0.01,7896.0,7859.0,,6.4,0.038,0.0,,,0.01,0.01,0.0,0.02,0.0,0.0,0.0,0.02,18.0,8099.0,12.8,-7.7,85.2,271.1,24.2,24.5,8.4,9.69,1.2,,0.273,0.275,0.198,0.191,0.272,89.76,89.33,89.49,89.13,88.67,88.09,89.45,89.19,,93.79,93.35,89.82,88.75,94.01,93.8,79.3,92.91,13.7,23.0,128.0,0.0,89.69,89.38,,20.0,18.8,0.0,0.0,0.0,3.0,190.12,11.0,84.3,36.204,13.893,0.001,13.1,502.431,5,0.0,15.435,0.0,,0.02,0.09,0.01,102.0,17.2,79.7,53.6,22.0,128.3,23.3,622.3,22.7,23.1,22.2,0.0,0.0,32.0,74.5,34.9,65.4,,,0.0,0.1,0.1,52.7,,,0.0,1157.0,0.03,0.0,0.0,0.0,0.0,0.0
2019-03-28 11:07:57,VQ-BGU,1,3296.0,UTDD,UNNT,,,,,,-20.0,3203.0,2797.0,2467.0,3.3,7.3,3.5,0.32,0.4,0.52,-30.0,170.0,173.0,126.0,27.2,16820,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,342,959.4,974.4,551.0,1181.0,,0.0,14.3,0.0,3512.0,0.06,8167.0,8130.0,,8.0,0.039,0.0,,,0.01,0.01,0.0,0.0,0.1,0.2,0.0,0.03,27.0,8099.0,13.2,-8.3,88.1,259.8,26.8,26.8,7.6,44.52,3.2,,0.273,0.277,0.198,0.191,0.273,89.64,89.11,89.5,89.03,88.54,87.8,89.45,89.09,,93.81,93.42,89.68,88.61,93.82,93.58,79.14,92.68,13.9,26.0,127.1,0.0,89.57,89.17,,19.9,19.4,0.0,0.0,0.0,2.3,198.02,11.7,83.2,36.431,14.263,0.003,13.2,499.399,5,0.0,15.728,0.0,,0.06,0.01,0.04,101.7,17.3,78.8,53.9,21.7,128.5,23.5,622.1,22.7,23.7,22.2,0.0,0.0,35.0,74.8,34.9,68.6,,,0.0,0.2,0.4,54.7,,,0.0,1164.0,0.01,0.0,0.0,0.0,0.0,0.0
2019-03-28 16:06:29,VQ-BGU,2,3509.0,UNNT,UHHH,,,,,,-20.0,1622.0,1482.0,-88.0,3.5,7.3,3.7,0.28,0.36,0.47,-30.0,176.0,177.0,127.0,24.2,17920,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,343,844.6,888.9,498.3,1183.0,,0.0,12.1,0.0,3357.0,0.01,7537.0,7521.0,,6.5,0.035,0.0,,,0.01,0.02,0.0,0.01,0.0,0.0,0.0,0.02,21.0,8948.0,13.8,-7.4,82.9,286.9,20.3,20.5,8.0,5.5,2.2,,0.275,0.276,0.192,0.184,0.273,83.42,84.57,83.32,84.43,85.57,86.05,83.25,84.49,,87.96,89.16,84.59,86.1,89.53,90.44,79.04,92.05,14.6,7.0,128.7,0.0,83.45,84.59,,-1.1,1.1,0.0,0.0,0.0,3.0,180.64,10.8,82.5,38.053,14.723,0.003,13.9,509.906,5,0.0,16.185,0.0,,0.02,0.05,0.01,102.6,17.9,78.3,32.2,0.2,103.1,5.0,569.0,4.7,5.1,0.8,0.0,0.0,18.0,72.9,34.7,52.5,,,64.0,0.1,0.1,50.2,,,0.0,1236.0,0.51,0.0,0.0,1.0,0.0,0.0
2019-03-28 16:06:29,VQ-BGU,1,3509.0,UNNT,UHHH,,,,,,-20.0,1622.0,1443.0,-88.0,3.5,7.3,3.4,0.29,0.25,0.38,-30.0,176.0,177.0,127.0,24.2,17920,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,343,846.1,888.5,496.7,1183.0,,0.0,13.4,0.0,3351.0,0.06,7751.0,7730.0,,8.0,0.035,0.0,,,0.01,0.0,0.0,0.03,0.0,0.1,0.0,0.03,29.0,8948.0,14.1,-8.6,82.9,274.2,22.5,22.6,7.6,19.32,1.7,,0.275,0.276,0.192,0.184,0.273,83.31,84.46,83.28,84.41,85.45,85.92,83.24,84.48,,87.92,89.14,84.51,86.02,89.4,90.28,78.92,91.89,14.7,5.0,127.8,0.0,83.32,84.47,,-1.1,1.2,0.0,0.0,0.0,2.3,184.94,11.5,81.1,38.153,14.962,0.002,13.9,506.937,5,0.0,16.357,0.0,,0.1,0.02,0.0,101.8,17.9,77.6,32.2,0.4,102.9,4.8,571.1,4.7,5.2,0.8,0.0,0.0,19.0,72.5,34.9,55.6,,,66.0,0.3,0.2,51.4,,,0.0,1236.0,0.51,0.0,0.0,1.0,0.0,0.0
2019-03-28 22:11:36,VQ-BGU,2,3510.0,UHHH,UNNT,,,,,,-20.0,1680.0,1453.0,187.0,3.5,7.3,3.6,0.25,0.34,0.43,-30.0,177.0,177.0,128.0,23.6,19313,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,344,783.0,813.2,457.7,1188.0,,0.0,11.5,0.0,2883.0,0.02,6500.0,6473.0,,6.5,0.027,0.0,,,0.02,0.01,0.0,0.02,0.0,0.0,0.01,0.04,21.0,7558.0,13.8,-7.5,81.8,260.7,28.4,28.1,7.8,3.95,3.5,,0.275,0.277,0.195,0.187,0.274,78.26,79.59,78.2,79.56,81.38,82.23,78.2,79.65,,86.94,87.77,79.67,82.39,86.82,87.62,78.91,90.59,14.5,-1.0,128.0,0.0,78.21,79.64,,-8.5,-7.2,0.0,0.0,0.0,3.1,176.92,10.6,78.2,34.358,14.799,0.007,13.9,460.081,5,0.0,15.96,0.0,,0.03,0.07,0.03,92.0,17.3,77.6,20.3,-7.2,79.2,-3.5,519.7,-3.7,-3.3,-6.6,0.0,0.0,9.0,70.0,34.9,43.0,,,50.0,0.1,0.1,53.6,,,0.0,1199.0,0.53,0.0,0.0,1.0,0.0,0.0
2019-03-28 22:11:36,VQ-BGU,1,3510.0,UHHH,UNNT,,,,,,-20.0,1680.0,1501.0,187.0,3.5,7.3,3.3,0.25,0.3,0.39,-30.0,177.0,176.0,128.0,23.6,19313,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,344,781.6,813.1,457.1,1188.0,,0.0,12.8,0.0,2899.0,0.07,6712.0,6691.0,,8.0,0.029,0.0,,,0.05,0.01,0.01,0.0,0.0,0.0,0.02,0.04,29.0,7558.0,14.1,-8.4,81.5,250.8,28.4,28.0,7.5,42.7,1.3,,0.275,0.276,0.195,0.187,0.274,78.21,79.59,78.17,79.58,81.33,82.24,78.2,79.66,,86.94,87.76,79.65,82.38,86.68,87.52,78.73,90.5,14.5,-3.0,127.2,0.0,78.17,79.63,,-8.5,-7.3,0.0,0.0,0.0,2.5,180.14,11.1,77.0,34.806,14.929,0.005,13.9,458.606,5,0.0,16.035,0.0,,0.05,0.07,0.04,91.6,17.3,76.5,20.1,-7.4,80.3,-4.0,520.0,-3.7,-3.4,-6.6,0.0,0.0,8.0,69.3,34.9,44.8,,,50.0,0.2,0.1,54.3,,,0.0,1197.0,0.53,0.0,0.0,1.0,0.0,0.0
2019-03-29 08:20:26,VQ-BGU,1,3289.0,UNNT,UCFO,,,,,,-20.0,1963.0,1755.0,221.0,3.5,7.3,3.3,0.28,0.35,0.45,-30.0,179.0,179.0,127.0,25.5,20706,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,345,827.8,856.4,489.5,1193.0,,0.0,13.0,0.0,2916.0,0.06,6735.0,6707.0,,7.8,0.028,0.0,,,0.05,0.01,0.02,0.09,0.0,0.1,0.01,0.04,26.0,7613.0,13.7,-8.4,80.8,244.1,29.5,29.2,7.6,22.2,4.1,,0.281,0.279,0.193,0.185,0.277,79.55,80.86,79.57,80.86,80.63,81.86,79.6,80.95,,89.21,89.77,80.96,81.97,88.63,89.22,78.77,90.37,14.4,11.0,126.3,0.0,79.54,80.95,,5.2,3.7,0.0,0.0,0.0,1.9,179.32,11.8,87.4,33.985,14.826,0.002,13.7,448.731,5,0.0,15.888,0.0,,0.05,0.03,0.02,89.8,17.1,76.7,32.1,7.0,93.8,7.6,550.4,8.2,8.0,7.3,0.0,0.0,26.0,80.5,34.9,56.0,,,56.0,0.2,0.2,54.7,,,0.0,1160.0,0.51,0.0,0.0,1.0,0.0,0.0
2019-03-29 08:20:26,VQ-BGU,2,3289.0,UNNT,UCFO,,,,,,-20.0,1963.0,1755.0,221.0,3.5,7.3,3.7,0.25,0.28,0.38,-30.0,179.0,179.0,127.0,25.5,20706,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,345,821.8,854.5,489.4,1193.0,,0.0,11.7,0.0,2903.0,0.01,6487.0,6473.0,,15.6,0.027,0.0,,,0.01,0.03,0.01,0.05,0.0,0.0,0.03,0.02,17.0,7613.0,13.7,-7.7,80.7,254.0,29.4,29.0,8.0,7.17,2.7,,0.281,0.279,0.193,0.185,0.276,79.6,80.9,79.59,80.87,80.68,81.9,79.6,80.95,,89.23,89.78,81.04,82.04,88.81,89.34,78.97,90.51,14.4,13.0,126.7,0.0,79.6,81.03,,5.2,3.7,0.0,0.0,0.0,2.8,175.47,11.5,85.8,33.504,14.617,0.001,13.7,449.737,5,0.0,15.755,0.0,,0.01,0.05,0.04,90.2,17.1,77.9,32.2,7.3,92.7,7.9,545.5,8.2,8.0,7.3,0.0,0.0,28.0,88.2,34.9,56.1,,,57.0,0.1,0.1,53.8,,,0.0,1161.0,0.51,0.0,0.0,1.0,0.0,0.0
2019-03-29 16:44:42,VQ-BGU,1,3267.0,UNNT,UHBB,,,,,,-20.0,2075.0,1921.0,415.0,3.5,7.3,3.4,0.32,0.25,0.41,-30.0,162.0,162.0,126.0,26.4,23520,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,347,874.8,913.3,511.7,1198.0,,0.0,13.7,0.0,3428.0,0.05,7933.0,7907.0,,7.9,0.036,0.0,,,0.01,0.01,0.0,0.0,0.0,0.2,0.01,0.03,28.0,8240.0,13.8,-8.2,82.5,271.0,20.9,21.2,7.7,18.44,2.2,,0.255,0.254,0.192,0.182,0.253,85.26,86.1,85.07,86.03,86.8,86.98,85.11,86.1,,88.99,90.22,86.17,87.08,90.53,91.3,79.06,92.3,14.4,8.0,127.5,0.0,85.13,86.14,,2.9,5.6,0.0,0.0,0.0,2.1,183.72,11.3,85.3,37.839,14.584,0.001,13.7,507.956,5,0.0,16.077,0.0,,0.09,0.02,0.02,102.2,17.7,78.4,37.4,4.1,110.0,8.6,586.0,9.0,9.2,4.8,0.0,0.0,22.0,77.3,34.9,59.2,,,48.0,0.2,0.4,51.3,,,0.0,1208.0,0.51,0.0,0.0,1.0,0.0,0.0
2019-03-29 16:44:42,VQ-BGU,2,3267.0,UNNT,UHBB,,,,,,-20.0,2075.0,1921.0,415.0,3.4,7.3,3.7,0.29,0.3,0.42,-30.0,162.0,162.0,126.0,26.4,23520,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,347,875.6,913.8,513.3,1198.0,,0.0,12.2,0.0,3440.0,0.03,7723.0,7698.0,,6.4,0.037,0.0,,,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.03,21.0,8240.0,13.6,-7.9,80.5,283.9,18.9,19.1,8.1,63.69,3.0,,0.255,0.254,0.192,0.182,0.253,85.36,86.2,85.06,86.04,86.91,87.08,85.11,86.1,,88.99,90.22,86.26,87.17,90.69,91.48,79.16,92.46,14.3,9.0,128.7,0.0,85.21,86.23,,2.9,5.6,0.0,0.0,0.0,2.9,181.22,11.1,86.4,37.833,14.386,0.008,13.7,512.168,5,0.0,15.926,0.0,,0.02,0.1,0.01,103.0,17.8,79.0,37.4,4.6,110.4,9.0,583.9,9.0,9.2,4.8,0.0,0.0,22.0,77.5,34.9,56.8,,,48.0,0.1,0.2,49.9,,,0.0,1209.0,0.51,0.0,0.0,1.0,0.0,0.0
2019-03-30 11:58:36,VQ-BGU,1,3290.0,UCFO,UNNT,,,,,,-20.0,4417.0,3069.0,2673.0,3.3,7.3,3.4,0.3,0.24,0.39,-30.0,160.0,161.0,125.0,25.5,27913,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,350,921.9,933.1,521.8,1209.0,,0.0,14.2,0.0,3297.0,0.05,7665.0,7627.0,,7.9,0.037,0.0,,,0.01,0.01,0.0,0.01,0.0,0.2,0.01,0.05,27.0,7279.0,13.1,-8.2,85.3,257.1,22.2,22.3,7.4,22.16,1.6,,0.261,0.261,0.199,0.191,0.259,86.92,86.75,86.8,86.68,87.15,86.75,86.76,86.74,,91.64,91.78,86.95,87.47,92.0,92.0,79.01,92.35,13.8,15.0,126.5,0.0,86.86,86.79,,11.3,11.2,0.0,0.0,0.0,2.5,193.77,11.6,78.9,35.898,14.02,0.0,13.1,482.831,5,0.0,15.418,0.0,,0.05,0.04,0.0,97.0,16.9,78.2,43.5,13.0,116.1,14.8,593.5,11.5,14.9,13.4,0.0,0.0,26.0,70.8,34.9,60.0,,,0.0,0.1,0.4,55.2,,,0.0,1147.0,0.48,0.0,0.0,1.0,0.0,0.0
2019-03-30 11:58:36,VQ-BGU,2,3290.0,UCFO,UNNT,,,,,,-20.0,4417.0,3600.0,2673.0,3.2,7.3,3.7,0.28,0.3,0.4,-30.0,160.0,160.0,125.0,25.5,27913,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,350,922.1,932.6,522.6,1209.0,,0.0,12.7,0.0,3253.0,0.03,7324.0,7280.0,,6.6,0.033,0.0,,,0.01,0.01,0.0,0.02,0.0,0.0,0.0,0.03,18.0,7279.0,12.6,-7.3,84.5,264.6,20.6,21.1,8.0,5.65,2.0,,0.261,0.26,0.199,0.189,0.258,87.03,86.96,86.78,86.79,87.27,87.15,86.76,86.85,,91.63,91.74,87.06,87.59,92.15,92.16,79.19,92.5,13.5,16.0,127.2,0.0,86.95,86.98,,11.3,10.1,0.0,0.0,0.0,3.1,188.1,10.6,80.6,35.221,13.516,0.002,12.8,479.843,5,0.0,14.994,0.0,,0.02,0.05,0.02,96.3,16.7,79.1,42.6,13.4,115.2,13.7,592.6,11.5,13.7,13.4,0.0,0.0,26.0,70.9,34.9,58.2,,,45.0,0.1,0.1,54.2,,,0.0,1130.0,0.48,0.0,0.0,1.0,0.0,0.0
2019-03-31 01:53:53,VQ-BGU,1,174.0,UNNT,UUDD,,,,,,-20.0,2056.0,1853.0,186.0,3.5,7.3,3.4,0.35,0.29,0.46,-30.0,180.0,180.0,126.0,28.2,29506,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,351,840.6,872.3,491.4,1211.0,,0.0,13.5,0.0,3160.0,0.05,7284.0,7288.0,,7.6,0.036,0.0,,,0.04,0.01,0.02,0.05,0.0,0.2,0.01,0.04,28.0,8353.0,13.6,-8.3,86.2,265.4,24.2,24.5,7.7,41.76,2.6,,0.282,0.28,0.191,0.182,0.279,81.97,83.27,81.91,83.23,83.72,84.71,81.92,83.3,,89.53,90.2,83.48,84.85,88.92,89.7,78.69,91.31,70.7,4.0,126.8,0.0,81.92,83.46,,1.1,1.0,0.0,0.0,0.0,3.3,191.8,10.1,72.1,36.996,14.751,0.007,13.7,481.468,5,0.0,16.024,0.0,,0.08,0.04,0.01,97.7,17.5,76.2,31.1,2.5,100.9,5.1,560.6,6.0,5.3,3.1,0.0,0.0,13.0,64.7,34.9,46.6,,,58.0,0.2,0.4,55.3,,,0.0,1203.0,0.03,0.0,1.0,0.0,0.0,0.0
